iter,eval_mean,eval_std
0,316934.0,0.0
1,317224.6666666667,238.01167104903817
2,317597.3333333333,551.3821018334039
3,318153.0,374.670521925598
4,318862.6666666667,709.695866003334
5,319087.0,648.817899465379
6,320379.3333333333,454.7829763255828
7,320588.6666666667,318.6485350490237
8,320588.6666666667,318.6485350490237
9,321096.0,116.06894502837527
10,321211.3333333333,240.4223136251893
11,321340.0,237.3703154707148
12,321340.0,237.3703154707148
13,321340.0,237.3703154707148
14,321785.0,319.71654112145444
15,321895.3333333333,280.894207052327
16,322038.6666666667,466.83496965082736
17,322132.6666666667,457.7527231547133
18,322132.6666666667,457.7527231547133
19,322132.6666666667,457.7527231547133
20,322506.6666666667,647.3867125262578
21,322580.0,744.8986508243923
22,322834.0,532.0657854062785
23,323216.3333333333,600.4833238502317
24,323296.3333333333,487.8184999453064
25,323327.0,507.13377590796165
26,323455.6666666667,621.5144585785774
27,323786.6666666667,864.8426960371978
28,323858.0,894.8936622116992
29,323954.3333333333,951.0802045861093
30,323954.3333333333,951.0802045861093
31,324203.6666666667,1159.9029652901527
32,324203.6666666667,1159.9029652901527
33,324203.6666666667,1159.9029652901527
34,324252.3333333333,1136.3993820640503
35,324252.3333333333,1136.3993820640503
36,324252.3333333333,1136.3993820640503
37,324252.3333333333,1136.3993820640503
38,324512.3333333333,781.3771318782129
39,324679.6666666667,912.1115916134141
40,324679.6666666667,912.1115916134141
41,324751.0,922.1192981388037
42,324751.0,922.1192981388037
43,324751.0,922.1192981388037
44,324751.0,922.1192981388037
45,325085.6666666667,1099.169787713537
46,325343.6666666667,735.6345711168163
47,325343.6666666667,735.6345711168163
48,325343.6666666667,735.6345711168163
49,325343.6666666667,735.6345711168163
50,325343.6666666667,735.6345711168163
51,325343.6666666667,735.6345711168163
52,325394.3333333333,767.587273358686
53,325725.3333333333,299.7024450276566
54,325788.0,355.6130856234999
55,325888.3333333333,221.5179952559661
56,325888.3333333333,221.5179952559661
57,325888.3333333333,221.5179952559661
58,325888.3333333333,221.5179952559661
59,325888.3333333333,221.5179952559661
60,325888.3333333333,221.5179952559661
61,325888.3333333333,221.5179952559661
62,325888.3333333333,221.5179952559661
63,325888.3333333333,221.5179952559661
64,325888.3333333333,221.5179952559661
65,325888.3333333333,221.5179952559661
66,325951.0,246.51166301008965
67,325951.0,246.51166301008965
68,326266.3333333333,200.4151247341932
69,326266.3333333333,200.4151247341932
70,326319.3333333333,169.9849666555513
71,326319.3333333333,169.9849666555513
72,326319.3333333333,169.9849666555513
73,326319.3333333333,169.9849666555513
74,326319.3333333333,169.9849666555513
75,326319.3333333333,169.9849666555513
76,326319.3333333333,169.9849666555513
77,326597.3333333333,392.1856136519487
78,326597.3333333333,392.1856136519487
79,326597.3333333333,392.1856136519487
80,326597.3333333333,392.1856136519487
81,326597.3333333333,392.1856136519487
82,326597.3333333333,392.1856136519487
83,326597.3333333333,392.1856136519487
84,326628.0,431.88038467458404
85,326628.0,431.88038467458404
86,326628.0,431.88038467458404
87,326628.0,431.88038467458404
88,326628.0,431.88038467458404
89,326628.0,431.88038467458404
90,326628.0,431.88038467458404
91,326628.0,431.88038467458404
92,326628.0,431.88038467458404
93,326628.0,431.88038467458404
94,326628.0,431.88038467458404
95,326628.0,431.88038467458404
96,326778.3333333333,293.0828475969816
97,326778.3333333333,293.0828475969816
98,326778.3333333333,293.0828475969816
99,326778.3333333333,293.0828475969816
100,326778.3333333333,293.0828475969816
101,326778.3333333333,293.0828475969816
102,326778.3333333333,293.0828475969816
103,326778.3333333333,293.0828475969816
104,326877.3333333333,262.68147166398234
105,326877.3333333333,262.68147166398234
106,326877.3333333333,262.68147166398234
107,326877.3333333333,262.68147166398234
108,326877.3333333333,262.68147166398234
109,326877.3333333333,262.68147166398234
110,326877.3333333333,262.68147166398234
111,326877.3333333333,262.68147166398234
112,326877.3333333333,262.68147166398234
113,326977.6666666667,303.11310686863334
114,326977.6666666667,303.11310686863334
115,326977.6666666667,303.11310686863334
116,326977.6666666667,303.11310686863334
117,326977.6666666667,303.11310686863334
118,326977.6666666667,303.11310686863334
119,326977.6666666667,303.11310686863334
120,326977.6666666667,303.11310686863334
121,326977.6666666667,303.11310686863334
122,326977.6666666667,303.11310686863334
123,326977.6666666667,303.11310686863334
124,326977.6666666667,303.11310686863334
125,326977.6666666667,303.11310686863334
126,326977.6666666667,303.11310686863334
127,326977.6666666667,303.11310686863334
128,326977.6666666667,303.11310686863334
129,326977.6666666667,303.11310686863334
130,326977.6666666667,303.11310686863334
131,326977.6666666667,303.11310686863334
132,326977.6666666667,303.11310686863334
133,326977.6666666667,303.11310686863334
134,326977.6666666667,303.11310686863334
135,326977.6666666667,303.11310686863334
136,326977.6666666667,303.11310686863334
137,326977.6666666667,303.11310686863334
138,326977.6666666667,303.11310686863334
139,326977.6666666667,303.11310686863334
140,326977.6666666667,303.11310686863334
141,326977.6666666667,303.11310686863334
142,326977.6666666667,303.11310686863334
143,326977.6666666667,303.11310686863334
144,326977.6666666667,303.11310686863334
145,326977.6666666667,303.11310686863334
146,326977.6666666667,303.11310686863334
147,326977.6666666667,303.11310686863334
148,326977.6666666667,303.11310686863334
149,326977.6666666667,303.11310686863334
150,326977.6666666667,303.11310686863334
151,326977.6666666667,303.11310686863334
152,326977.6666666667,303.11310686863334
153,326977.6666666667,303.11310686863334
154,326977.6666666667,303.11310686863334
155,326977.6666666667,303.11310686863334
156,326977.6666666667,303.11310686863334
157,326977.6666666667,303.11310686863334
158,326977.6666666667,303.11310686863334
159,326977.6666666667,303.11310686863334
160,326977.6666666667,303.11310686863334
161,326977.6666666667,303.11310686863334
162,326977.6666666667,303.11310686863334
163,326977.6666666667,303.11310686863334
164,326977.6666666667,303.11310686863334
165,326977.6666666667,303.11310686863334
166,326977.6666666667,303.11310686863334
167,326977.6666666667,303.11310686863334
168,326977.6666666667,303.11310686863334
169,326977.6666666667,303.11310686863334
170,326977.6666666667,303.11310686863334
171,326977.6666666667,303.11310686863334
172,326977.6666666667,303.11310686863334
173,326977.6666666667,303.11310686863334
174,326977.6666666667,303.11310686863334
175,326977.6666666667,303.11310686863334
176,326977.6666666667,303.11310686863334
177,326977.6666666667,303.11310686863334
178,326977.6666666667,303.11310686863334
179,326977.6666666667,303.11310686863334
180,326977.6666666667,303.11310686863334
181,326977.6666666667,303.11310686863334
182,326977.6666666667,303.11310686863334
183,326977.6666666667,303.11310686863334
184,326977.6666666667,303.11310686863334
185,326977.6666666667,303.11310686863334
186,326977.6666666667,303.11310686863334
187,326977.6666666667,303.11310686863334
188,326977.6666666667,303.11310686863334
189,326977.6666666667,303.11310686863334
190,326977.6666666667,303.11310686863334
191,326977.6666666667,303.11310686863334
192,326977.6666666667,303.11310686863334
193,326977.6666666667,303.11310686863334
194,326977.6666666667,303.11310686863334
195,326977.6666666667,303.11310686863334
196,326977.6666666667,303.11310686863334
197,326977.6666666667,303.11310686863334
198,326977.6666666667,303.11310686863334
199,326977.6666666667,303.11310686863334
200,326977.6666666667,303.11310686863334
