iter,eval_mean,eval_std
0,288036.0,0.0
1,288606.0,299.2869303305219
2,288846.6666666667,619.2793302613038
3,289499.3333333333,680.3118565938876
4,289774.6666666667,451.0331350232363
5,290191.6666666667,314.58897345937316
6,290445.3333333333,559.0648938679262
7,290895.6666666667,602.1662745639466
8,291656.3333333333,57.249939349798055
9,292547.6666666667,385.69533169185354
10,292882.3333333333,430.74225342876326
11,293104.6666666667,638.3005213499011
12,293522.3333333333,920.6781317171719
13,293522.3333333333,920.6781317171719
14,293522.3333333333,920.6781317171719
15,293522.3333333333,920.6781317171719
16,293733.3333333333,1031.909664435582
17,293818.0,945.5358269256644
18,293981.3333333333,1076.7544855825872
19,293981.3333333333,1076.7544855825872
20,294018.6666666667,1024.7745551529315
21,294302.0,992.780942605165
22,294302.0,992.780942605165
23,294507.3333333333,1039.4724089117944
24,294712.0,1237.297862278926
25,294817.3333333333,1096.7990801519768
26,294817.3333333333,1096.7990801519768
27,294817.3333333333,1096.7990801519768
28,294817.3333333333,1096.7990801519768
29,294835.0,1101.1288147472424
30,295727.0,679.1779344668573
31,295841.6666666667,521.9816940170306
32,295841.6666666667,521.9816940170306
33,295841.6666666667,521.9816940170306
34,295841.6666666667,521.9816940170306
35,295841.6666666667,521.9816940170306
36,295841.6666666667,521.9816940170306
37,295841.6666666667,521.9816940170306
38,295841.6666666667,521.9816940170306
39,296070.3333333333,248.6233206188743
40,296297.6666666667,163.71995059314617
41,296297.6666666667,163.71995059314617
42,296509.6666666667,386.62844638690973
43,296525.3333333333,369.0477235022894
44,296525.3333333333,369.0477235022894
45,296525.3333333333,369.0477235022894
46,296525.3333333333,369.0477235022894
47,296525.3333333333,369.0477235022894
48,296525.3333333333,369.0477235022894
49,296540.6666666667,389.3073621474711
50,296540.6666666667,389.3073621474711
51,296540.6666666667,389.3073621474711
52,296540.6666666667,389.3073621474711
53,296578.0,350.3055808861743
54,296578.0,350.3055808861743
55,296578.0,350.3055808861743
56,296578.0,350.3055808861743
57,296578.0,350.3055808861743
58,296578.0,350.3055808861743
59,296578.0,350.3055808861743
60,296578.0,350.3055808861743
61,296578.0,350.3055808861743
62,296692.6666666667,262.62816976774513
63,297110.3333333333,462.04569278613803
64,297110.3333333333,462.04569278613803
65,297110.3333333333,462.04569278613803
66,297110.3333333333,462.04569278613803
67,297166.6666666667,462.41131281816865
68,297166.6666666667,462.41131281816865
69,297166.6666666667,462.41131281816865
70,297166.6666666667,462.41131281816865
71,297166.6666666667,462.41131281816865
72,297166.6666666667,462.41131281816865
73,297166.6666666667,462.41131281816865
74,297166.6666666667,462.41131281816865
75,297166.6666666667,462.41131281816865
76,297377.6666666667,228.77694134000674
77,297377.6666666667,228.77694134000674
78,297377.6666666667,228.77694134000674
79,297377.6666666667,228.77694134000674
80,297377.6666666667,228.77694134000674
81,297542.6666666667,223.91714737574003
82,297542.6666666667,223.91714737574003
83,297542.6666666667,223.91714737574003
84,297542.6666666667,223.91714737574003
85,297542.6666666667,223.91714737574003
86,297542.6666666667,223.91714737574003
87,297542.6666666667,223.91714737574003
88,297542.6666666667,223.91714737574003
89,297542.6666666667,223.91714737574003
90,297542.6666666667,223.91714737574003
91,297542.6666666667,223.91714737574003
92,297542.6666666667,223.91714737574003
93,297542.6666666667,223.91714737574003
94,297542.6666666667,223.91714737574003
95,297542.6666666667,223.91714737574003
96,297542.6666666667,223.91714737574003
97,297542.6666666667,223.91714737574003
98,297542.6666666667,223.91714737574003
99,297542.6666666667,223.91714737574003
100,297542.6666666667,223.91714737574003
101,297542.6666666667,223.91714737574003
102,297542.6666666667,223.91714737574003
103,297701.0,0.0
104,297701.0,0.0
105,297701.0,0.0
106,297701.0,0.0
107,297701.0,0.0
108,297701.0,0.0
109,297701.0,0.0
110,297701.0,0.0
111,297701.0,0.0
112,297701.0,0.0
113,297701.0,0.0
114,297701.0,0.0
115,297701.0,0.0
116,297701.0,0.0
117,297701.0,0.0
118,297701.0,0.0
119,297701.0,0.0
120,297701.0,0.0
121,297701.0,0.0
122,297701.0,0.0
123,297701.0,0.0
124,297701.0,0.0
125,297701.0,0.0
126,297701.0,0.0
127,297701.0,0.0
128,297701.0,0.0
129,297701.0,0.0
130,297701.0,0.0
131,297701.0,0.0
132,297701.0,0.0
133,297701.0,0.0
134,297701.0,0.0
135,297701.0,0.0
136,297701.0,0.0
137,297701.0,0.0
138,297701.0,0.0
139,297701.0,0.0
140,297701.0,0.0
141,297701.0,0.0
142,297701.0,0.0
143,297701.0,0.0
144,297701.0,0.0
145,297701.0,0.0
146,297701.0,0.0
147,297701.0,0.0
148,297701.0,0.0
149,297701.0,0.0
150,297701.0,0.0
151,297701.0,0.0
152,297701.0,0.0
153,297701.0,0.0
154,297701.0,0.0
155,297701.0,0.0
156,297701.0,0.0
157,297701.0,0.0
158,297701.0,0.0
159,297701.0,0.0
160,297701.0,0.0
161,297701.0,0.0
162,297701.0,0.0
163,297701.0,0.0
164,297701.0,0.0
165,297701.0,0.0
166,297701.0,0.0
167,297701.0,0.0
168,297701.0,0.0
169,297701.0,0.0
170,297701.0,0.0
171,297701.0,0.0
172,297701.0,0.0
173,297701.0,0.0
174,297701.0,0.0
175,297701.0,0.0
176,297701.0,0.0
177,297701.0,0.0
178,297701.0,0.0
179,297701.0,0.0
180,297701.0,0.0
181,297701.0,0.0
182,297701.0,0.0
183,297701.0,0.0
184,297701.0,0.0
185,297701.0,0.0
186,297701.0,0.0
187,297701.0,0.0
188,297701.0,0.0
189,297701.0,0.0
190,297701.0,0.0
191,297701.0,0.0
192,297701.0,0.0
193,297701.0,0.0
194,297701.0,0.0
195,297701.0,0.0
196,297701.0,0.0
197,297701.0,0.0
198,297701.0,0.0
199,297701.0,0.0
200,297701.0,0.0
