iter,eval_mean,eval_std
0,290982.0,0.0
1,291401.6666666667,325.2745848595546
2,291662.0,547.0326011003975
3,291795.3333333333,549.4010880545793
4,292194.3333333333,736.3832033813795
5,292207.3333333333,718.379812881428
6,292441.3333333333,556.8736142269826
7,292617.0,707.1072525909112
8,292644.6666666667,717.542255821139
9,292675.6666666667,748.1400641294086
10,293042.0,761.696790068069
11,293078.3333333333,772.9348111077818
12,293078.3333333333,772.9348111077818
13,293341.3333333333,721.005933093172
14,294000.0,395.34035969022943
15,294000.0,395.34035969022943
16,294002.6666666667,396.83273834478706
17,294265.6666666667,49.815214097257034
18,294532.6666666667,271.1387508679315
19,294564.0,312.44519519429326
20,294609.6666666667,373.8817400670372
21,294710.3333333333,288.11726007921766
22,294867.0,247.98387044322055
23,294867.0,247.98387044322055
24,294886.3333333333,268.16081410642795
25,295354.6666666667,621.9326508732455
26,295354.6666666667,621.9326508732455
27,295540.6666666667,575.7744542980544
28,295540.6666666667,575.7744542980544
29,295859.0,997.0325972604908
30,295859.0,997.0325972604908
31,296438.3333333333,707.7204407265783
32,296438.3333333333,707.7204407265783
33,296469.6666666667,666.590495648482
34,296469.6666666667,666.590495648482
35,296469.6666666667,666.590495648482
36,296721.6666666667,473.61752032157295
37,296721.6666666667,473.61752032157295
38,296721.6666666667,473.61752032157295
39,297065.6666666667,766.3286211251382
40,297097.0,759.2908972631416
41,297097.0,759.2908972631416
42,297097.0,759.2908972631416
43,297133.3333333333,751.4343321645316
44,297133.3333333333,751.4343321645316
45,297428.0,468.50898248237104
46,297937.6666666667,566.4417200579617
47,297937.6666666667,566.4417200579617
48,297937.6666666667,566.4417200579617
49,297937.6666666667,566.4417200579617
50,297937.6666666667,566.4417200579617
51,297937.6666666667,566.4417200579617
52,297937.6666666667,566.4417200579617
53,297937.6666666667,566.4417200579617
54,297937.6666666667,566.4417200579617
55,297937.6666666667,566.4417200579617
56,297937.6666666667,566.4417200579617
57,297937.6666666667,566.4417200579617
58,297937.6666666667,566.4417200579617
59,297937.6666666667,566.4417200579617
60,297937.6666666667,566.4417200579617
61,297937.6666666667,566.4417200579617
62,297937.6666666667,566.4417200579617
63,297937.6666666667,566.4417200579617
64,297937.6666666667,566.4417200579617
65,298024.0,639.2855387070788
66,298024.0,639.2855387070788
67,298024.0,639.2855387070788
68,298024.0,639.2855387070788
69,298024.0,639.2855387070788
70,298024.0,639.2855387070788
71,298024.0,639.2855387070788
72,298114.6666666667,730.082339344147
73,298199.6666666667,617.4681278324323
74,298199.6666666667,617.4681278324323
75,298199.6666666667,617.4681278324323
76,298199.6666666667,617.4681278324323
77,298199.6666666667,617.4681278324323
78,298199.6666666667,617.4681278324323
79,298199.6666666667,617.4681278324323
80,298199.6666666667,617.4681278324323
81,298199.6666666667,617.4681278324323
82,298224.6666666667,623.1641481628701
83,298224.6666666667,623.1641481628701
84,298224.6666666667,623.1641481628701
85,298224.6666666667,623.1641481628701
86,298224.6666666667,623.1641481628701
87,298224.6666666667,623.1641481628701
88,298224.6666666667,623.1641481628701
89,298224.6666666667,623.1641481628701
90,298224.6666666667,623.1641481628701
91,298224.6666666667,623.1641481628701
92,298224.6666666667,623.1641481628701
93,298321.6666666667,495.5948165812696
94,298321.6666666667,495.5948165812696
95,298569.6666666667,227.69179949123236
96,298569.6666666667,227.69179949123236
97,298569.6666666667,227.69179949123236
98,298581.6666666667,218.7316976470387
99,298581.6666666667,218.7316976470387
100,298581.6666666667,218.7316976470387
101,298581.6666666667,218.7316976470387
102,298581.6666666667,218.7316976470387
103,298581.6666666667,218.7316976470387
104,298581.6666666667,218.7316976470387
105,298591.6666666667,232.87383327076964
106,298591.6666666667,232.87383327076964
107,298591.6666666667,232.87383327076964
108,298591.6666666667,232.87383327076964
109,298591.6666666667,232.87383327076964
110,298591.6666666667,232.87383327076964
