algo,board_id,board_config_id,max_cards_percent,value,time
astar,0,0,0.25,71429,0.08915088100184221
astar,0,0,1.0,74224,0.3857000789976155
astar,1,0,0.25,56878,0.07938927999930456
astar,1,0,1.0,57029,0.3743530650026514
astar,2,0,0.25,63020,0.0880107519988087
astar,2,0,1.0,63279,0.3636646089980786
astar,3,0,0.25,63270,0.080375058001664
astar,3,0,1.0,64646,0.3604343999977573
astar,4,0,0.25,61953,0.08226005799951963
astar,4,0,1.0,62239,0.36490519899962237
astar,5,1,0.25,101442,0.1862609980016714
astar,5,1,1.0,104340,0.9750714549991244
astar,6,1,0.25,92883,0.3035219949997554
astar,6,1,1.0,93921,0.798724954998761
astar,7,1,0.25,104657,0.31389434299853747
astar,7,1,1.0,107403,1.019843062000291
astar,8,1,0.25,97868,0.303506545998971
astar,8,1,1.0,98658,0.7855896549990575
astar,9,1,0.25,92526,0.2926794080012769
astar,9,1,1.0,93598,1.002329335999093
astar,10,2,0.25,129801,0.3403669679973973
astar,10,2,1.0,134770,1.549900334000995
astar,11,2,0.25,130065,0.32835300100123277
astar,11,2,1.0,131917,1.4985567179974169
astar,12,2,0.25,129427,0.5625898759972188
astar,12,2,1.0,133794,1.5336014899985457
astar,13,2,0.25,125519,0.30731156399997417
astar,13,2,1.0,128866,1.8361008499996387
astar,14,2,0.25,133965,0.32448504399872036
astar,14,2,1.0,136878,1.4912595759997203
astar,15,3,0.25,157350,0.4962109699990833
astar,15,3,1.0,159514,2.4366224459990917
astar,16,3,0.25,161345,0.49047520499880193
astar,16,3,1.0,163202,2.520645353000873
astar,17,3,0.25,162368,0.48141585499979556
astar,17,3,1.0,165976,2.5512617570020666
astar,18,3,0.25,157942,0.5075850350003748
astar,18,3,1.0,162669,2.4295034110000415
astar,19,3,0.25,164936,0.49449708400061354
astar,19,3,1.0,168901,2.5181181359985203
astar,20,4,0.25,204514,0.7896815359999891
astar,20,4,1.0,213094,3.8838639320019865
astar,21,4,0.25,201165,0.7523054590019456
astar,21,4,1.0,205063,3.8916702679998707
astar,22,4,0.25,206693,0.7447512389990152
astar,22,4,1.0,211917,4.675758771001711
astar,23,4,0.25,194201,0.75115789299889
astar,23,4,1.0,199679,4.060708754997904
astar,24,4,0.25,207924,0.775804168999457
astar,24,4,1.0,215111,3.9949981739991927
astar,25,5,0.25,229951,1.1123430760017072
astar,25,5,1.0,235018,5.40664809199734
astar,26,5,0.25,229442,1.082836273999419
astar,26,5,1.0,233629,5.4647758589999285
astar,27,5,0.25,229296,1.082399577000615
astar,27,5,1.0,234578,5.3248499399996945
astar,28,5,0.25,237440,1.0715720970001712
astar,28,5,1.0,242879,5.507769058000122
astar,29,5,0.25,235044,1.0691394799978298
astar,29,5,1.0,241090,5.672283652998885
astar,30,6,0.25,265729,1.5049124370016216
astar,30,6,1.0,272991,7.401602143003402
astar,31,6,0.25,262676,1.4494298409990733
astar,31,6,1.0,268938,7.393217923003249
astar,32,6,0.25,264040,1.4655261510015407
astar,32,6,1.0,271105,7.577271849000681
astar,33,6,0.25,265431,1.4328080260020215
astar,33,6,1.0,269464,7.86418153899649
astar,34,6,0.25,267753,1.4433051189989783
astar,34,6,1.0,275569,7.86971013999937
astar,35,7,0.25,289571,1.961014222997619
astar,35,7,1.0,294373,10.360128067000915
astar,36,7,0.25,288469,2.0299626550004177
astar,36,7,1.0,293250,10.317591284001537
astar,37,7,0.25,295588,1.9187029559980147
astar,37,7,1.0,303383,10.062569006000558
astar,38,7,0.25,297719,1.9331406629971752
astar,38,7,1.0,306053,10.344137006999517
astar,39,7,0.25,292325,1.9567235549984616
astar,39,7,1.0,296890,10.283971208998992
astar,40,8,0.25,322963,2.386960605999775
astar,40,8,1.0,327192,13.660456386998703
astar,41,8,0.25,321310,2.5674537180020707
astar,41,8,1.0,326299,12.959432056999503
astar,42,8,0.25,325845,2.532139115002792
astar,42,8,1.0,333033,13.128637629000877
astar,43,8,0.25,334870,2.379563844999211
astar,43,8,1.0,342061,13.101012371000252
astar,44,8,0.25,330961,2.4364775119975093
astar,44,8,1.0,339151,12.650318228999822
