algo,board_id,board_config_id,max_cards_percent,value,time
dynamic-bottom-up,0,0,0.1,159911,4.893171657000494
dynamic-bottom-up,0,0,0.2,270392,8.785881963001884
dynamic-bottom-up,0,0,0.30000000000000004,304636,11.466752657001052
dynamic-bottom-up,0,0,0.4,304636,13.606586059999245
dynamic-bottom-up,0,0,0.5,304636,13.864006958003301
dynamic-bottom-up,0,0,0.6,304636,14.584547725000448
dynamic-bottom-up,0,0,0.7000000000000001,304636,15.078746008999588
dynamic-bottom-up,0,0,0.8,304636,14.24049599999853
dynamic-bottom-up,0,0,0.9,304636,15.361404279003182
dynamic-bottom-up,0,0,1.0,304636,15.577732093002851
dynamic-bottom-up,1,0,0.1,159918,4.303153731001657
dynamic-bottom-up,1,0,0.2,265921,9.031407107999257
dynamic-bottom-up,1,0,0.30000000000000004,292511,12.357665594001446
dynamic-bottom-up,1,0,0.4,292511,14.592442859000585
dynamic-bottom-up,1,0,0.5,292511,16.401432604001457
dynamic-bottom-up,1,0,0.6,292511,14.981390078999539
dynamic-bottom-up,1,0,0.7000000000000001,292511,14.925177638000605
dynamic-bottom-up,1,0,0.8,292511,15.546495806000166
dynamic-bottom-up,1,0,0.9,292511,15.707739527999365
dynamic-bottom-up,1,0,1.0,292511,17.090363625000464
dynamic-bottom-up,2,0,0.1,158952,4.580007617001684
dynamic-bottom-up,2,0,0.2,263032,9.227666612001485
dynamic-bottom-up,2,0,0.30000000000000004,295280,12.143526711999584
dynamic-bottom-up,2,0,0.4,295280,14.478277553000225
dynamic-bottom-up,2,0,0.5,295280,15.443350186000316
dynamic-bottom-up,2,0,0.6,295280,15.428090910998435
dynamic-bottom-up,2,0,0.7000000000000001,295280,15.95043624200116
dynamic-bottom-up,2,0,0.8,295280,14.437021529000049
dynamic-bottom-up,2,0,0.9,295280,16.077026524002576
dynamic-bottom-up,2,0,1.0,295280,15.157049445999291
dynamic-bottom-up,3,0,0.1,157567,4.7881086120032705
dynamic-bottom-up,3,0,0.2,262417,8.571574101002625
dynamic-bottom-up,3,0,0.30000000000000004,297701,12.359104890001618
dynamic-bottom-up,3,0,0.4,297701,14.26606370599984
dynamic-bottom-up,3,0,0.5,297701,16.627117732001352
dynamic-bottom-up,3,0,0.6,297701,16.18567778400029
dynamic-bottom-up,3,0,0.7000000000000001,297701,14.966591275002429
dynamic-bottom-up,3,0,0.8,297701,15.542062038002769
dynamic-bottom-up,3,0,0.9,297701,14.135888152999541
dynamic-bottom-up,3,0,1.0,297701,16.08206272299867
dynamic-bottom-up,4,0,0.1,155747,4.750860215001012
dynamic-bottom-up,4,0,0.2,256181,8.82732925000164
dynamic-bottom-up,4,0,0.30000000000000004,284826,12.54902233699977
dynamic-bottom-up,4,0,0.4,284826,16.20338147899747
dynamic-bottom-up,4,0,0.5,284826,16.772752035998565
dynamic-bottom-up,4,0,0.6,284826,15.21666500200081
dynamic-bottom-up,4,0,0.7000000000000001,284826,15.218049794999388
dynamic-bottom-up,4,0,0.8,284826,15.146495004002645
dynamic-bottom-up,4,0,0.9,284826,16.47436369100251
dynamic-bottom-up,4,0,1.0,284826,14.379420418998052
dynamic-bottom-up,5,0,0.1,159827,4.752821400001267
dynamic-bottom-up,5,0,0.2,269227,8.62448225100161
dynamic-bottom-up,5,0,0.30000000000000004,298921,12.503151066997816
dynamic-bottom-up,5,0,0.4,298921,13.84582308500103
dynamic-bottom-up,5,0,0.5,298921,15.248702458997286
dynamic-bottom-up,5,0,0.6,298921,15.091728253999463
dynamic-bottom-up,5,0,0.7000000000000001,298921,15.075911955002084
dynamic-bottom-up,5,0,0.8,298921,14.891720995001378
dynamic-bottom-up,5,0,0.9,298921,15.176146482001059
dynamic-bottom-up,5,0,1.0,298921,16.035772679999354
dynamic-bottom-up,6,0,0.1,162075,4.512232640001457
dynamic-bottom-up,6,0,0.2,272543,9.125517305998073
dynamic-bottom-up,6,0,0.30000000000000004,310675,12.729874431999633
dynamic-bottom-up,6,0,0.4,310675,15.119446758999402
dynamic-bottom-up,6,0,0.5,310675,14.889089839998633
dynamic-bottom-up,6,0,0.6,310675,14.75521259600282
dynamic-bottom-up,6,0,0.7000000000000001,310675,14.069412123000802
dynamic-bottom-up,6,0,0.8,310675,13.600288235000335
dynamic-bottom-up,6,0,0.9,310675,11.931208255999081
dynamic-bottom-up,6,0,1.0,310675,11.209992397998576
