algo,board_id,board_config_id,max_cards_percent,n_iter,region_percent_size,num_trials,value_mean,value_std,value_min,value_max,time_mean,time_std
greedy,4,0,1.0,200,0.05,3,284826.0,0.0,284826,284826,3.593153494666088,0.2109683964721096
greedy,5,0,0.1,200,0.05,3,159827.0,0.0,159827,159827,1.417471608332562,0.130218222761863
greedy,5,0,0.2,200,0.05,3,269074.0,46.180804092898455,269009,269112,2.7313755866659144,0.1385833821265626
greedy,5,0,0.30000000000000004,200,0.05,3,298591.6666666667,232.87383327076964,298427,298921,3.524935553999967,0.17607904612012637
greedy,5,0,0.4,200,0.05,3,298591.6666666667,232.87383327076964,298427,298921,3.636809674999919,0.10374462746788025
greedy,5,0,0.5,200,0.05,3,298591.6666666667,232.87383327076964,298427,298921,3.676600161667011,0.3683358425316063
greedy,5,0,0.6,200,0.05,3,298591.6666666667,232.87383327076964,298427,298921,3.987247579001026,0.41076927157685716
greedy,5,0,0.7000000000000001,200,0.05,3,298591.6666666667,232.87383327076964,298427,298921,3.509342838001127,0.11520531393772612
greedy,5,0,0.8,200,0.05,3,298591.6666666667,232.87383327076964,298427,298921,3.5415342826672713,0.0805899309529216
greedy,5,0,0.9,200,0.05,3,298591.6666666667,232.87383327076964,298427,298921,3.6156016629987184,0.09438606708577729
greedy,5,0,1.0,200,0.05,3,298591.6666666667,232.87383327076964,298427,298921,3.834978923333741,0.2498366353568627
greedy,6,0,0.1,200,0.05,3,162051.0,0.0,162051,162051,1.4036271403335074,0.11830926754386652
greedy,6,0,0.2,200,0.05,3,272220.3333333333,78.12952209134664,272145,272328,2.868619460999374,0.08107423713342679
greedy,6,0,0.30000000000000004,200,0.05,3,310510.6666666667,232.4024287499786,310182,310675,3.6488217423332876,0.2748997181601366
greedy,6,0,0.4,200,0.05,3,310510.6666666667,232.4024287499786,310182,310675,3.6021562110011778,0.09705274833562945
greedy,6,0,0.5,200,0.05,3,310510.6666666667,232.4024287499786,310182,310675,3.9664596283328137,0.1568867118171405
greedy,6,0,0.6,200,0.05,3,310510.6666666667,232.4024287499786,310182,310675,3.9863944356669285,0.7655570628263341
greedy,6,0,0.7000000000000001,200,0.05,3,310510.6666666667,232.4024287499786,310182,310675,3.440220988333749,0.21296673974791958
greedy,6,0,0.8,200,0.05,3,310510.6666666667,232.4024287499786,310182,310675,3.5871771600007683,0.057369608037869335
greedy,6,0,0.9,200,0.05,3,310510.6666666667,232.4024287499786,310182,310675,2.795526904000629,0.5316782913815448
greedy,6,0,1.0,200,0.05,3,310510.6666666667,232.4024287499786,310182,310675,2.6605640533331703,0.5620217535207129
